"project","file_id","sample_barcode","patient_id","sample_type","gene_name","ensembl_id","unstranded","TPM","FPKM","FPKM_UQ","extraction_status"
"TCGA-LUSC","7aec753d-4fad-42f3-a5f8-066ed421d069","TCGA-98-A538-01A-11R-A262-07","TCGA-98-A538","Primary Tumor","EPHB2","ENSG00000133216",772,3.8361,1.1802,1.1322,"OK"
"TCGA-LUSC","bd1636e9-49de-459a-acc6-4cb0c4a80c45","TCGA-34-5239-01A-21R-1820-07","TCGA-34-5239","Primary Tumor","JAK3","ENSG00000105639",10630,56.6198,17.3942,17.5876,"OK"
"TCGA-LUSC","bd1636e9-49de-459a-acc6-4cb0c4a80c45","TCGA-34-5239-01A-21R-1820-07","TCGA-34-5239","Primary Tumor","EPHB2","ENSG00000133216",4632,13.43,4.1258,4.1717,"OK"
"TCGA-LUSC","d849e09d-3614-435d-b257-8a895c0249ba","TCGA-56-8083-01A-11R-2247-07","TCGA-56-8083","Primary Tumor","JAK3","ENSG00000105639",455,7.6776,1.8169,1.6549,"OK"
"TCGA-LUSC","d849e09d-3614-435d-b257-8a895c0249ba","TCGA-56-8083-01A-11R-2247-07","TCGA-56-8083","Primary Tumor","EPHB2","ENSG00000133216",3262,29.962,7.0905,6.4582,"OK"
"TCGA-LUSC","badfeadb-409d-46e6-8070-94790893ae4c","TCGA-18-3408-01A-01R-0980-07","TCGA-18-3408","Primary Tumor","JAK3","ENSG00000105639",326,4.2996,1.3339,1.3914,"OK"
"TCGA-LUSC","badfeadb-409d-46e6-8070-94790893ae4c","TCGA-18-3408-01A-01R-0980-07","TCGA-18-3408","Primary Tumor","EPHB2","ENSG00000133216",241,1.7302,0.5368,0.5599,"OK"
"TCGA-LUSC","3b556c43-5216-41d8-93c3-bb4877918a6f","TCGA-46-3769-01A-01R-0980-07","TCGA-46-3769","Primary Tumor","JAK3","ENSG00000105639",1654,14.7665,4.3793,4.2887,"OK"
"TCGA-LUSC","3b556c43-5216-41d8-93c3-bb4877918a6f","TCGA-46-3769-01A-01R-0980-07","TCGA-46-3769","Primary Tumor","EPHB2","ENSG00000133216",7627,37.0655,10.9924,10.7652,"OK"
"TCGA-LUSC","d980f19b-9abc-4241-afd0-5c34092bf095","TCGA-39-5024-01A-21R-1820-07","TCGA-39-5024","Primary Tumor","JAK3","ENSG00000105639",1318,6.5215,2.2635,2.6939,"OK"
